"ID","MESSAGE__C"
"a1M1N000005dtvMUAQ","a1U1N00000JF2m6UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 16e0e619-9e9a-4bd2-bf24-b849a68aff09 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtwFUAQ","a1U1N00000JF2lrUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 6919b0ab-b5e1-4646-9893-611371d3d42b not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtvWUAQ","a1U1N00000JF2m4UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: a8ac6f61-ed3e-4250-ad5d-ca95a77f1761 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtuxUAA","a1U1N00000JF2lkUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 4bfaf7ee-63e6-490f-99d9-934b4d4429e9 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtvgUAA","a1U1N00000JF2mHUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 8bc21ac7-0725-4184-a733-0c49745f87dc not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtuZUAQ","a1U1N00000JF2mFUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 9c2c76e5-14ef-4691-8e57-bb531e46188f not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtvqUAA","a1U1N00000JF2mKUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: e7f9ec57-8474-4a33-82f3-5d7dab74a3b9 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtvCUAQ","a1U1N00000JF2m5UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 10b8983d-17d8-4d5f-ad1c-25f9dabc0683 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtwUUAQ","a1U1N00000JF2lSUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 02b704ca-bd5c-4bb1-9989-f178fa831b13 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtwZUAQ","a1U1N00000JF2kkUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 041a2fe6-d895-43c2-8775-969111537f6e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtwoUAA","a1U1N00000JF2nNUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 9abed3a8-c79b-4d59-8876-ad31e7ac5285 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtwtUAA","a1U1N00000JF2n5UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 37bb3693-a48e-4270-aeac-e2f2cd683843 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dttqUAA","a1U1N00000JF2mxUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 7c74ee70-4fc6-43bf-96e9-f927df75fcd9 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtwyUAA","a1U1N00000JF2n6UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 8b1e82b7-1090-4f8a-9a50-1f3cb85cccc2 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtx3UAA","a1U1N00000JF2n1UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 7b9f4502-5d23-48e1-ac0a-f67ca849d4d4 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtx8UAA","a1U1N00000JF2n4UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 971e71de-9975-4dfa-82d1-4af8a640dc44 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtxDUAQ","a1U1N00000JF2myUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 86dbae39-3f5d-4f72-a282-ab692c93461f not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtxIUAQ","a1U1N00000JF2mvUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 38df7898-eed8-4259-a572-465f2ee827b1 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtxSUAQ","a1U1N00000JF2nvUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: b4933405-de1c-4761-8080-0d4c141bb12e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtxcUAA","a1U1N00000JF2n7UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: bb1b173e-b8b0-4161-9341-65eea2c93692 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtxhUAA","a1U1N00000JF2pcUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dtxmUAA","a1U1N00000JF2n8UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: f417588f-88d9-4ba6-ab8a-0fe9889e23a8 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005du0gUAA","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""PERSON record locked for ID 1661306""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""APPLICANTS record locked for ID 1661306""}]}"
"a1M1N000005du2DUAQ","a1U1N00000JF2wUUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 2b1221c4-ddae-49f7-9115-cbe1407f5ca5 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.AwardDetailEntryParser.inboundParser: line 229, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005du2IUAQ","{""Message"":""On a post you can not define a GUID. Parameter name: admissionApplicationsDto"",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005du6FUAQ","{""Message"":""On a post you can not define a GUID. Parameter name: admissionApplicationsDto"",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005du7DUAQ","a1U1N00000JF33eUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005du9iUAA","a1U1N00000JF38sUAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1H1N000004iftH: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duBFUAY","a1U1N00000JF3BQUA1-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 03951bea-3c00-4d15-9861-1a0b680811bc not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duC8UAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""PERSON record locked for ID 1659329""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""APPLICANTS record locked for ID 1659329""}]}"
"a1M1N000005duDaUAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""PERSON record locked for ID 1658583""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""APPLICANTS record locked for ID 1658583""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""STUDENT.PROGRAMS record locked for ID 1658583*AA.LAR""}]}"
"a1M1N000005duDkUAI","{""Message"":""GUID not the same as in request body."",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005duFCUAY","a1U1N00000JF3HWUA1-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 7c74ee70-4fc6-43bf-96e9-f927df75fcd9 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duFWUAY","a1U1N00000JF3HHUA1-Upsert failed. First exception on row 1 with id 0031N000021o3tpQAA; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duFbUAI","a1U1N00000JF3HEUA1-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, A validation rule is preventing the record from being processed. This could be from this record, or a related record being updated. VALIDATION MESSAGE:null: [] 
 Class.APEX2OBJECT_Parser.StudentAcademicProgramParser.inboundParser: line 2202, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duFgUAI","a1U1N00000JF3HHUA1-Upsert failed. First exception on row 1 with id 0031N000021o3tpQAA; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duFqUAI","Read timed out 
 Class.Callout.httpCallout: line 89, column 1
Class.CalloutHandlerWrapper.ExternalEducationCalloutHandler.createRequest: line 973, column 1
Class.SNHU_PersonQueueable.execute: line 16, column 1"
"a1M1N000005duFvUAI","a1U1N00000JF3IsUAL-Upsert failed. First exception on row 0 with id 0031N000021qymeQAA; first error: UNABLE_TO_LOCK_ROW, unable to obtain exclusive access to this record or 1 records: 0031N000021qymeQAA: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duI1UAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""PERSON record locked for ID 1661066""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""APPLICANTS record locked for ID 1661066""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""STUDENT.PROGRAMS record locked for ID 1661066*BS.BAD.HAD""}]}"
"a1M1N000005duJJUAY","a1U1N00000JF3O0UAL-Upsert failed. First exception on row 1 with id 0031N000021o1N0QAI; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duJsUAI","a1U1N00000JF3OTUA1-Upsert failed. First exception on row 0 with id a091N00000dwD0YQAU; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, hed.TDTM_ProgramEnrollment: execution of AfterUpdate

caused by: System.DmlException: Update failed. First exception on row 0 with id 8001N000000q1JxQAI; first error: CANNOT_EXECUTE_FLOW_TRIGGER, We can't save this record because the “Contract Process” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: FIELD_CUSTOM_VALIDATION_EXCEPTION: The student is currently registered for this term. The student must be dropped from all courses before moving forward with the requested change.. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1940918119-26626 (652231166): []

Class.SNHU_ProgramEnrollmentTriggerService.UpdateContractFieldsbasedonprogramenrollment: line 287, column 1
Class.SNHU_ProgramEnrollmentTriggerHandler.run: line 48, column 1
Class.hed.TDTM_TriggerHandler.runClass: line 145, column 1
Class.hed.TDTM_TriggerHandler.run: line 75, column 1
Class.hed.TDTM_Global_API.run: line 61, column 1
Trigger.hed.TDTM_ProgramEnrollment: line 33, column 1: [] 
 Class.APEX2OBJECT_Parser.StudentAcademicProgramParser.inboundParser: line 2254, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duOJUAY","a1U1N00000JF3UuUAL-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000E8sH7: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duPvUAI","a1U1N00000JF3WGUA1-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000E8sHM: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duQeUAI","Unauthorized endpoint, please check Setup->Security->Remote site settings. endpoint = https://integrateapi.elluciancloud.com/api/section-registrations?registrant=4043d0b0-951d-4eac-ab1c-6bfa6a40726f"
"a1M1N000005duQfUAI","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005duQgUAI","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005duQhUAI","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005duTYUAY","a1U1N00000JF3YuUAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 03951bea-3c00-4d15-9861-1a0b680811bc not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duTnUAI","{""errors"":[{""code"":""Global.Internal.Error"",""description"":""Unspecified Error on the system which prevented execution."",""message"":""Advisor dates may not overlap""}]}"
"a1M1N000005duToUAI","You have uncommitted work pending. Please commit or rollback before calling out 
 Class.Callout.httpCallout: line 89, column 1
Class.CalloutHandlerWrapper.StudentAdvisorRelationshipCalloutHandler.createRequest: line 1115, column 1
Class.SNHU_AdvisorCalloutBatch.execute: line 39, column 1"
"a1M1N000005duVeUAI","{""Message"":""On a post you can not define a GUID. Parameter name: admissionApplicationsDto"",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005duX6UAI","a1U1N00000JF3dbUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 41f6b996-6af9-4aa5-8531-98e9a36fd0da not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duXQUAY","a1U1N00000JF3exUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 654a709e-304d-4a8b-a419-8acdfb366351 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duXVUAY","a1U1N00000JF3gaUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 5fc91ce2-886d-4384-9354-5fd3a6093c8f not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duXaUAI","a1U1N00000JF3gUUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 5e590678-3121-445d-9ea3-c36700f90e5e not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duXfUAI","a1U1N00000JF3gpUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 79e08ddc-d9ba-45a9-af13-2c189e7c76bb not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duXpUAI","a1U1N00000JF3ebUAD-Upsert failed. First exception on row 0 with id 0031N000024HwueQAC; first error: UNABLE_TO_LOCK_ROW, unable to obtain exclusive access to this record or 1 records: 0031N000024HwueQAC: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005duYiUAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""Person ID cannot be changed on an existing application.""}]}"
"a1M1N000005duZgUAI","{""errors"":[{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""PERSON record locked for ID 1645248""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""APPLICANTS record locked for ID 1645248""},{""code"":""admissionApplication"",""description"":""Unknown error code."",""message"":""STUDENT.PROGRAMS record locked for ID 1645248*BA.GDM.WDE""}]}"
"a1M1N000005dubDUAQ","Unauthorized endpoint, please check Setup->Security->Remote site settings. endpoint = https://integrateapi.elluciancloud.com/api/section-registrations?registrant=a9004d69-5c6c-4df3-9a78-4b431b16335b"
"a1M1N000005dubEUAQ","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005dubFUAQ","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005dubGUAQ","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005dubSUAQ","Unauthorized endpoint, please check Setup->Security->Remote site settings. endpoint = https://integrateapi.elluciancloud.com/api/section-registrations?registrant=a9004d69-5c6c-4df3-9a78-4b431b16335b"
"a1M1N000005dubTUAQ","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005dubUUAQ","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005dubVUAQ","You have uncommitted work pending. Please commit or rollback before calling out"
"a1M1N000005dubXUAQ","{""Message"":""On a post you can not define a GUID. Parameter name: admissionApplicationsDto"",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005dueqUAA","{""Message"":""On a post you can not define a GUID. Parameter name: admissionApplicationsDto"",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005dufeUAA","a1U1N00000JF3lcUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: ad8a7793-a519-494b-b474-5eb76928c625 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dug3UAA","a1U1N00000JF3ocUAD-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, Mobile: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [MobilePhone] 
 Class.APEX2OBJECT_Parser.ARTermSummariesParser.processContent: line 2677, column 1
Class.APEX2OBJECT_Parser.ARTermSummariesParser.inboundParser: line 2602, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005dufyUAA","a1U1N00000JF3o4UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 83b94ad3-247c-4715-804f-3a59dc438c93 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
